id,semestre,estatus,interes,genero,pronombres,edad,mayor,menor,buscando,pelicula,Reggaeton,Electrónica,Pop,Instrumental,Rock,Metal,Cumbia,Kpop,Banda,anime,videojuegos,bailar,Futbol,Basquetbol,Baseball,Futbol Americano,Natación,Tennis,Ciclismo,No,Otro,Golf,taco,bbt,animal,helado,celebracion,estacion,pizza,astrologia,signo,cocinar,cocinen,perrogato,pelilibros,subdub,temperatura,tiburon,poderes,caracteristicapareja,caracteristica
362,2,Soltero,Hombres,Femenino,Ella,18,Sí,No,Pareja,Suspenso,VERDADERO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Leonard,Lobo,Napolitano,Día de la Independencia,Invierno,Sí,Sí,Libra,Sí,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Teletransporte,Confianza,Confiable
363,4,Soltero,Hombres,Femenino,Ella,19,Sí,No,Pareja,Romance,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Amy,Pingüino,Napolitano,Día de la Independencia,Invierno,Sí,Sí,Piscis,Sí,Sí,Perros,Libro,Subtitulada,Frio,Carlos Bremer,Volar,Confianza,Cariños@
364,2,Soltero,Hombres,Femenino,Ella,18,Sí,No,Pareja,Acción,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Ninguno,Tigre,Vanilla,Día de la Independencia,Primavera,Sí,No,Cáncer,Sí,Sí,Gatos,Película,Subtitulada,Calor,Patricia Armendáriz,Dinero como el batman,Alegría,Divertido
365,4,Soltero,Hombres,Femenino,Ella,21,Sí,No,Amistad,Acción,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Barbacoa,Amy,Pingüino,Cookies and cream,Spring Break,Primavera,No,No,Géminis,Sí,Sí,Perros,Libro,Subtitulada,Frio,Rodrigo Herrera,Telekinesis,Respeto,Cariños@
366,8,Soltero,Hombres,Femenino,Ella,21,Sí,No,Algo Casual,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,No,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Canasta-/Al vapor,Leonard,Lobo,Chocolate,Día de la Independencia,Verano,No,Sí,Virgo,No,Sí,Perros,Libro,Subtitulada,Calor,Rodrigo Herrera,Telepatía,Cariño,Empátic@
367,3,Estoy aquí en busca de amigxs,Hombres,Femenino,Ella,20,Sí,Sí,Amistad,Suspenso,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Amy,Lobo,Napolitano,Spring Break,Otoño,Sí,Sí,Acuario,Sí,Sí,Perros,Libro,Subtitulada,Frio,Patricia Armendáriz,Teletransporte,Confianza,Alegre
368,4,Estoy aquí en busca de amigxs,Hombres,Femenino,Ella,19,Sí,No,Amistad,Terror,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Ninguno,Lobo,Fresa,Día de la Independencia,Otoño,Sí,No,Tauro,No,Sí,Perros,Libro,Subtitulada,Calor,Carlos Bremer,Manipular el tiempo,Confianza,Confiable
369,8,Soltero,Hombres,Femenino,Ella,22,Sí,Sí,Algo Casual,Drama,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Barbacoa,Ninguno,Pingüino,Vanilla,Día de la Independencia,Invierno,No,No,Capricornio,Sí,Sí,Perros,Libro,Subtitulada,Frio,Carlos Bremer,Telekinesis,Confianza,Empátic@
370,8,Soltero,Hombres,Femenino,Ella,22,Sí,Sí,Algo Casual,Drama,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Vegetariano,Ninguno,Pato,Chocolate,Día de la Independencia,Otoño,No,No,Escorpio,Sí,Sí,Perros,Libro,Subtitulada,Frio,Patricia Armendáriz,Manipular el tiempo,Confianza,Fiel
371,4,Soltero,Hombres,Femenino,Ella,19,Sí,No,Algo Casual,Comedia,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Canasta-/Al vapor,Sheldon,Tigre,Chocomenta,Halloween,Primavera,No,No,Leo,No,Sí,Perros,Libro,Subtitulada,Frio,Rodrigo Herrera,Manipular el tiempo,Confianza,Confiable
372,6,Soltero,Hombres,Femenino,Ella,22,Sí,Sí,Algo Casual,Suspenso,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,Sí,Sí,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Penny,Pato,Chocolate,San Valentín,Otoño,Sí,No,Capricornio,Sí,Sí,Gatos,Libro,Subtitulada,Frio,Marcus Dantus,Telekinesis,Confianza,Empátic@
373,6,Soltero,Hombres,Femenino,Ella,20,Sí,No,Algo Casual,Comedia,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Penny,Pingüino,Chocolate,Día de muertos,Verano,Sí,Sí,Leo,Sí,Sí,Perros,Película,Subtitulada,Calor,Marcus Dantus,Teletransporte,Interesante,Divertido
374,4,Soltero,Hombres,Femenino,"Ella, Elle",20,Sí,No,Algo Casual,Acción,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",VERDADERO,VERDADERO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Tiburón,Pistache,San Valentín,Otoño,No,No,Capricornio,Sí,Sí,Perros,Película,Subtitulada,Frio,Carlos Bremer,Teletransporte,Respeto,Responsable
375,4,Soltero,Hombres,Femenino,Ella,19,Sí,No,Pareja,Comedia,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Carne asada,Bernadette,Pingüino,Vanilla,San Valentín,Verano,No,Sí,Géminis,Sí,Sí,Perros,Película,Subtitulada,Calor,Patricia Armendáriz,Teletransporte,Confianza,Alegre
376,8,En una relación,Hombres,Femenino,Ella,21,Sí,No,Algo Casual,Acción,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Vegetariano,Penny,Tigre,Vanilla,San Valentín,Verano,Sí,No,Piscis,Sí,Sí,Perros,Película,Subtitulada,Calor,Rodrigo Herrera,Teletransporte,Cariño,Empátic@
377,4,Soltero,Hombres,Femenino,Ella,20,Sí,Sí,Algo Casual,Comedia,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Lobo,Cookies and cream,Día de la Independencia,Verano,Sí,Sí,Libra,Sí,Sí,Gatos,Película,Subtitulada,Calor,Carlos Bremer,Volar,Alegría,Empátic@
378,4,Soltero,Hombres,Masculino,Él,19,Sí,Sí,Algo Casual,Acción,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Carne asada,Ninguno,Tigre,Chocolate,San Valentín,Invierno,No,Sí,Aries,Sí,Sí,Perros,Película,Subtitulada,Frio,Patricia Armendáriz,Telepatía,Respeto,Cariños@
379,4,Soltero,Hombres,Masculino,Él,19,Sí,Sí,Algo Casual,Romance,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Carnitas,Sheldon,Pingüino,Cookies and cream,San Valentín,Primavera,Sí,Sí,Tauro,Sí,Sí,Perros,Película,Subtitulada,Frio,Patricia Armendáriz,Teletransporte,Diversión,Divertido
380,2,Soltero,Hombres,Femenino,Ella,19,Sí,Sí,Pareja,Suspenso,FALSO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Barbacoa,Penny,Lobo,Vanilla,Día de la Independencia,Otoño,No,Sí,Libra,Sí,Sí,Perros,Película,Subtitulada,Frio,Rodrigo Herrera,Manipular el tiempo,Confianza,Cariños@
381,2,Soltero,Hombres,Femenino,Ella,18,Sí,No,Amistad,Suspenso,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,No,No,Sí,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Carne asada,Amy,Lobo,Nuez,Día de muertos,Verano,No,Sí,Piscis,Sí,Sí,Perros,Libro,Subtitulada,Calor,Carlos Bremer,Teletransporte,Confianza,Empátic@
382,10,Soltero,Hombres,Femenino,Ella,22,Sí,Sí,Amistad,Suspenso,FALSO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Sí,Sí,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Carnitas,Leonard,Tigre,Vanilla,Navidad,Otoño,Sí,No,Libra,No,Sí,Gatos,Libro,Subtitulada,Calor,Patricia Armendáriz,Manipular el tiempo,Interesante,Inteligente
383,8,Soltero,Hombres,Masculino,Él,24,Sí,Sí,Pareja,Suspenso,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Carne asada,Sheldon,Tigre,Cookies and cream,Spring Break,Otoño,Sí,Sí,Tauro,Sí,Sí,Perros,Libro,Subtitulada,Frio,Rodrigo Herrera,Telekinesis,Empatía,Alegre
384,8,Soltero,Hombres,Femenino,Ella,22,Sí,Sí,Pareja,Romance,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,Sí,No,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Leonard,Lobo,Cookies and cream,Día de la Independencia,Otoño,Sí,No,Leo,Sí,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Control Mental y manipulación,Respeto,Inteligente
385,8,Soltero,Hombres,Femenino,Ella,22,Sí,Sí,Algo Casual,Suspenso,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Carnitas,Ninguno,Ballena,Chocomenta,Día de la Independencia,Otoño,Sí,Sí,Acuario,Sí,Sí,Perros,Libro,Subtitulada,Frio,Marcus Dantus,Telepatía,Confianza,Confiable
386,7,Soltero,Hombres,Femenino,Ella,20,Sí,No,Algo Casual,Suspenso,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,No,No,"Sí pero no sé bailar",FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Howard,Tigre,Cookies and cream,San Valentín,Verano,Sí,Sí,Cáncer,No,Sí,Gatos,Libro,Subtitulada,Calor,Patricia Armendáriz,Teletransporte,Diversión,Perseverante
387,7,Soltero,Hombres,Femenino,Ella,22,Sí,No,Pareja,Drama,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,No,No,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Carne asada,Leonard,Pingüino,Chocolate,Spring Break,Invierno,Sí,No,Sagitario,No,Sí,Perros,Película,Subtitulada,Frio,Patricia Armendáriz,Manipular el tiempo,Confianza,Alegre
388,8,Soltero,Hombres,Femenino,Ella,22,Sí,No,Pareja,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,No,Sí,Sí,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Tigre,Chocolate,Día de la Independencia,Invierno,Sí,No,Tauro,Sí,Sí,Perros,Película,Subtitulada,Frio,Carlos Bremer,Dinero como el batman,Confianza,Divertido
389,2,Soltero,Hombres,Femenino,Ella,18,Sí,No,Pareja,Comedia,FALSO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Penny,Lobo,Chocomenta,San Valentín,Otoño,No,Sí,Libra,Sí,Sí,Perros,Película,Subtitulada,Calor,Patricia Armendáriz,Manipular el tiempo,Fidelidad,Interesante
390,2,Soltero,Hombres,Femenino,Ella,19,Sí,No,Pareja,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,No,Sí,Sí,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Leonard,Lobo,Vanilla,San Valentín,Otoño,No,No,Capricornio,No,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Manipular el tiempo,Empatía,Empátic@
391,8,Soltero,Hombres,Femenino,Ella,23,Sí,Sí,Pareja,Acción,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Canasta-/Al vapor,Ninguno,Tigre,Cookies and cream,Día de la Independencia,Otoño,No,No,Escorpio,Sí,Sí,Gatos,Película,Subtitulada,Frio,Rodrigo Herrera,Telekinesis,Inteligencia,Cariños@
392,8,Soltero,Hombres,Femenino,Ella,22,Sí,No,Pareja,Acción,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,No,Sí,Sí,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Howard,Pingüino,Cookies and cream,San Valentín,Otoño,No,Sí,Capricornio,Sí,Sí,Gatos,Película,Subtitulada,Frio,Arturo Elías Ayub,Telekinesis,Diversión,Empátic@
393,8,Soltero,Hombres,Femenino,Ella,23,Sí,No,Algo Casual,Suspenso,VERDADERO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Canasta-/Al vapor,Bernadette,Tiburón,Chocomenta,San Valentín,Otoño,Sí,No,Escorpio,Sí,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Control Mental y manipulación,Alegría,Empátic@
394,8,Soltero,Hombres,Femenino,Ella,21,Sí,No,Pareja,Romance,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Raj,Lobo,Cookies and cream,Día de la Independencia,Invierno,No,No,Tauro,Sí,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Control Mental y manipulación,Inteligencia,Alegre
395,2,Soltero,Hombres,Femenino,Ella,19,Sí,No,Algo Casual,Comedia,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Sí,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Carnitas,Ninguno,Pingüino,Vanilla,Spring Break,Otoño,Sí,Sí,Géminis,Sí,Sí,Perros,Película,Subtitulada,Frio,Patricia Armendáriz,Teletransporte,Confianza,Empátic@
396,4,Soltero,Hombres,Masculino,Él,19,Sí,Sí,Pareja,Terror,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Ninguno,Tigre,Cookies and cream,Día de la Independencia,Invierno,Sí,No,Piscis,Sí,Sí,Gatos,Película,Subtitulada,Frio,Rodrigo Herrera,Teletransporte,Confianza,Interesante
397,8,Soltero,Hombres,Femenino,Ella,21,Sí,No,Pareja,Romance,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,VERDADERO,VERDADERO,FALSO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,Carne asada,Ninguno,Pingüino,Chocomenta,San Valentín,Verano,Sí,No,Leo,No,Sí,Perros,Libro,Subtitulada,Calor,Patricia Armendáriz,Telepatía,Respeto,Empátic@
398,8,Soltero,Hombres,Masculino,Él,21,Sí,Sí,Pareja,Drama,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Carne asada,Amy,Lobo,Cookies and cream,San Valentín,Verano,No,Sí,Cáncer,Sí,Sí,Perros,Libro,Subtitulada,Calor,Carlos Bremer,Teletransporte,Confianza,Divertido
399,4,Soltero,Hombres,Femenino,Ella,20,Sí,Sí,Algo Casual,Suspenso,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Canasta-/Al vapor,Amy,Lobo,Cookies and cream,San Valentín,Invierno,No,No,Acuario,Sí,Sí,Perros,Libro,Subtitulada,Frio,Rodrigo Herrera,Teletransporte,Inteligencia,Cariños@
400,7,Soltero,Hombres,Femenino,Ella,20,Sí,No,Pareja,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Carne asada,Sheldon,Tigre,Chocomenta,San Valentín,Verano,Sí,No,Cáncer,No,No,Perros,Libro,Subtitulada,Calor,Patricia Armendáriz,Manipular el tiempo,Responsabilidad,Responsable
401,8,Soltero,Hombres,Femenino,Ella,21,Sí,No,Pareja,Drama,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Penny,Pingüino,Vanilla,San Valentín,Primavera,Sí,Sí,Tauro,Sí,Sí,Perros,Película,Subtitulada,Frio,Rodrigo Herrera,Manipular el tiempo,Respeto,Confiable
402,6,Estoy aquí en busca de amigxs,Hombres,Femenino,Ella,21,Sí,No,Amistad,Comedia,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Penny,Pingüino,Vanilla,Spring Break,Otoño,No,Sí,Capricornio,Sí,Sí,Perros,Película,Subtitulada,Calor,Carlos Bremer,Manipular el tiempo,Interesante,Confiable
403,2,Soltero,Hombres,Femenino,Ella,19,Sí,Sí,Algo Casual,Acción,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,No,Sí,Sí,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Ninguno,Lobo,Vanilla,Día de la Independencia,Otoño,No,No,Virgo,Sí,Sí,Perros,Película,Subtitulada,Frio,Rodrigo Herrera,Telekinesis,Alegría,Confiable
404,4,Soltero,Hombres,Femenino,Ella,20,Sí,No,Pareja,Drama,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,No,No,Sí,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Carne asada,Bernadette,Tigre,Cookies and cream,Halloween,Verano,No,Sí,Escorpio,Sí,Sí,Perros,Película,Subtitulada,Calor,Carlos Bremer,Dinero como el batman,Respeto,Empátic@
405,4,Soltero,Hombres,Femenino,Ella,20,Sí,Sí,Algo Casual,Suspenso,FALSO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Vegetariano,Ninguno,Lobo,Chocomenta,San Valentín,Otoño,No,No,Capricornio,Sí,Sí,Gatos,Libro,Subtitulada,Calor,Rodrigo Herrera,Manipular el tiempo,Interesante,Inteligente
406,4,Soltero,Hombres,Femenino,Ella,20,Sí,Sí,Pareja,Comedia,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Carne asada,Penny,Lobo,Nuez,Día de la Independencia,Invierno,No,No,Capricornio,Sí,Sí,Gatos,Libro,Subtitulada,Frio,Patricia Armendáriz,Volar,Diversión,Divertido
407,4,Soltero,Hombres,Femenino,Ella,21,Sí,No,Pareja,Suspenso,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,No,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Ninguno,Tigre,Caramelo,Día de la Independencia,Otoño,No,No,Capricornio,Sí,Sí,Perros,Película,Subtitulada,Calor,Carlos Bremer,Teletransporte,Confianza,Confiable
408,4,Soltero,Hombres,Femenino,Ella,21,Sí,No,Pareja,Romance,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,No,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pescado,Bernadette,Pingüino,Nuez,San Valentín,Invierno,Sí,No,Sagitario,No,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Telekinesis,Confianza,Fiel
409,4,Soltero,Hombres,Femenino,Ella,18,Sí,No,Pareja,Comedia,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Canasta-/Al vapor,Ninguno,Lobo,Cookies and cream,San Valentín,Verano,No,No,Tauro,No,Sí,Perros,Libro,Subtitulada,Calor,Carlos Bremer,Telekinesis,Confianza,Confiable
410,4,Soltero,Hombres,Femenino,Ella,21,Sí,No,Pareja,Terror,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Carne asada,Penny,Pingüino,Cookies and cream,Día de la Independencia,Otoño,Sí,Sí,Libra,No,Sí,Perros,Película,Subtitulada,Calor,Arturo Elías Ayub,Telekinesis,Diversión,Cariños@
411,7,Soltero,Hombres,Femenino,Ella,20,Sí,No,Algo Casual,Suspenso,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,Vegetariano,Ninguno,Tigre,Fresa,Halloween,Primavera,Sí,Sí,Aries,Sí,Sí,Perros,Libro,Subtitulada,Calor,Patricia Armendáriz,Control Mental y manipulación,Inteligencia,Inteligente
412,4,Soltero,Hombres,Femenino,Ella,19,Sí,No,Amistad,Drama,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Ninguno,Pato,Cookies and cream,Spring Break,Primavera,Sí,Sí,Leo,Sí,Sí,Perros,Película,Subtitulada,Calor,Carlos Bremer,Volar,Respeto,Alegre
413,2,Soltero,Hombres,Femenino,Ella,19,Sí,No,Algo Casual,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Carne asada,Penny,Pingüino,Cookies and cream,Día de muertos,Verano,Sí,No,Virgo,Sí,Sí,Perros,Libro,Subtitulada,Calor,Arturo Elías Ayub,Teletransporte,Respeto,Alegre
